Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
34,Female,44.2,1.56,198,151,66,0.5,461.0,HIIT,30.8,2.2,3,2,18.16
35,Male,88.7,1.79,170,155,67,1.33,1084.0,Strength,27.9,2.7,4,1,27.68
40,Male,122.2,1.69,160,166,63,1.31,1182.0,Yoga,23.0,1.9,3,2,42.79
53,Male,78.7,1.62,162,152,50,0.8,796.0,Strength,28.9,3.7,3,1,29.99
50,Female,43.0,1.53,160,157,64,1.13,687.0,Yoga,28.2,2.3,3,3,18.37
54,Male,71.1,2.0,193,145,73,1.12,879.0,HIIT,21.1,2.2,4,2,17.77
30,Male,103.0,1.74,183,147,68,0.83,399.0,Cardio,26.7,3.3,3,1,34.02
24,Male,61.1,1.79,165,147,63,1.25,1199.0,Strength,29.1,3.0,3,1,19.07
20,Female,79.3,1.64,182,149,60,1.02,927.0,Strength,31.4,2.2,3,3,29.48
21,Female,71.3,1.68,199,159,68,1.12,1015.0,HIIT,35.0,2.4,4,1,25.26
39,Male,69.6,1.87,198,148,55,0.51,531.0,Cardio,22.9,2.5,3,2,19.9
36,Male,72.0,1.95,180,156,73,0.99,796.0,Strength,30.9,2.4,3,1,18.93
25,Female,70.1,1.6,187,140,50,1.23,968.0,Cardio,27.8,1.8,4,1,27.38
47,Female,40.0,1.68,199,165,73,1.41,1160.0,HIIT,27.8,2.4,2,1,14.17
50,Male,90.4,1.62,164,152,65,0.97,517.0,Strength,29.4,3.3,3,1,34.45
52,Female,72.7,1.58,184,169,65,1.03,744.0,HIIT,34.6,1.8,4,2,29.12
36,Female,66.2,1.74,173,147,60,1.27,1001.0,Yoga,27.1,1.5,3,1,21.87
56,Female,62.3,1.5,174,149,54,1.01,557.0,HIIT,28.5,2.3,3,1,27.69
57,Male,55.2,1.88,174,165,50,1.15,1003.0,HIIT,28.3,3.4,2,2,15.62
18,Female,51.0,1.54,173,152,67,1.08,835.0,Cardio,31.5,3.0,2,1,21.5
49,Female,60.9,1.74,166,153,53,1.63,1073.0,HIIT,14.1,2.4,5,2,20.11
42,Female,56.6,1.75,171,163,61,1.86,1450.0,Yoga,17.8,2.7,5,3,18.48
31,Female,65.1,1.78,160,152,68,0.5,462.0,Cardio,22.5,2.2,2,1,20.55
51,Female,81.4,1.63,199,150,74,1.04,809.0,Yoga,29.9,1.8,5,1,30.64
31,Male,80.8,1.93,160,147,54,1.71,1515.0,Cardio,14.4,3.3,4,3,21.69
33,Female,72.8,1.56,181,123,54,1.03,683.0,Strength,28.4,1.9,2,2,29.91
54,Male,54.3,1.62,190,134,56,1.35,864.0,Cardio,28.6,3.6,2,2,20.69
51,Female,68.9,1.61,171,158,64,0.51,375.0,Strength,26.0,1.5,4,1,26.58
42,Male,74.8,1.87,195,146,54,0.5,448.0,Cardio,23.3,2.8,3,2,21.39
56,Male,88.4,1.78,177,141,52,1.89,1335.0,Yoga,13.8,3.3,3,2,27.9
18,Female,50.3,1.71,178,132,73,1.07,703.0,HIIT,33.3,2.9,2,2,17.2
23,Female,76.2,1.65,180,158,62,1.09,909.0,Strength,30.7,1.8,2,1,27.99
24,Female,48.6,1.63,191,169,61,0.51,407.0,Yoga,29.1,1.5,2,1,18.29
41,Male,103.2,1.93,198,140,50,0.97,668.0,Yoga,23.8,2.6,2,1,27.71
52,Male,108.8,1.93,160,129,64,1.41,899.0,HIIT,27.0,3.3,2,1,29.21
30,Male,86.7,1.72,194,129,64,1.45,1030.0,Strength,27.0,2.3,4,1,29.31
23,Male,100.3,1.85,199,137,69,0.6,303.0,Cardio,20.9,2.0,2,1,29.31
53,Female,58.0,1.61,199,120,50,2.0,1138.0,Yoga,22.2,3.0,5,3,22.38
54,Male,106.0,1.98,182,128,65,0.84,608.0,Cardio,21.8,2.0,2,1,27.04
41,Male,119.2,1.63,182,142,56,0.89,675.0,HIIT,22.6,3.2,3,1,44.86
54,Female,42.3,1.77,182,156,69,1.66,921.0,Cardio,26.4,2.0,2,1,13.5
40,Male,63.6,1.99,175,141,50,1.37,1108.0,Cardio,22.6,2.7,2,2,16.06
25,Male,103.2,1.65,167,129,66,1.46,925.0,Cardio,32.0,3.5,3,1,37.91
59,Male,91.6,1.79,169,148,69,1.64,1184.0,Cardio,24.4,3.7,2,1,28.59
49,Male,70.3,1.67,160,169,57,1.52,1225.0,HIIT,31.5,2.1,3,2,25.21
46,Male,75.1,1.94,191,156,53,1.34,1091.0,Yoga,23.6,2.1,2,1,19.95
48,Male,52.1,1.69,166,135,69,1.41,844.0,Yoga,16.2,3.7,2,3,18.24
57,Male,78.6,1.87,174,144,74,0.89,529.0,Yoga,23.3,3.7,3,1,22.48
34,Male,101.9,1.72,181,140,50,1.64,1031.0,HIIT,30.3,2.4,4,1,34.44
41,Female,57.0,1.54,173,131,62,0.63,326.0,Yoga,32.3,1.8,2,1,24.03
38,Female,62.7,1.62,194,137,74,2.0,1460.0,Cardio,19.0,2.5,4,3,23.89
22,Female,63.1,1.58,184,127,54,1.89,1077.0,Strength,18.9,3.0,5,2,25.28
31,Male,89.3,1.6,197,156,60,1.96,1682.0,HIIT,15.4,3.5,4,3,34.88
45,Male,78.9,1.96,187,141,51,1.03,809.0,Cardio,24.2,3.6,2,1,20.54
59,Female,60.8,1.55,197,151,63,1.39,948.0,Strength,31.0,1.6,2,2,25.31
37,Female,70.7,1.77,161,127,53,0.96,606.0,Strength,33.1,1.8,3,2,22.57
51,Female,60.3,1.53,163,138,73,1.26,656.0,HIIT,25.4,2.3,4,3,25.76
39,Female,50.0,1.64,196,125,72,1.28,675.0,Cardio,33.8,2.7,2,1,18.59
45,Female,73.0,1.65,162,142,52,1.43,915.0,HIIT,32.5,2.4,2,1,26.81
35,Male,69.4,1.6,184,124,62,0.55,395.0,Cardio,25.2,3.4,2,1,27.11
41,Female,47.3,1.57,164,137,50,1.47,920.0,Strength,30.3,2.9,2,2,19.19
25,Male,109.4,1.95,192,124,74,1.19,1031.0,HIIT,21.6,3.1,3,1,28.77
50,Female,59.2,1.67,170,131,68,1.61,991.0,Cardio,19.2,3.0,3,3,21.23
34,Male,110.3,1.59,198,146,68,0.71,682.0,HIIT,22.9,3.3,3,2,43.63
52,Male,49.7,1.74,185,126,59,1.43,663.0,Strength,25.4,3.7,4,1,16.42
49,Female,73.8,1.73,179,149,68,1.29,869.0,Cardio,33.2,2.3,2,1,24.66
49,Male,115.8,1.7,190,141,56,1.65,1020.0,Yoga,22.2,2.0,4,2,40.07
39,Male,81.1,1.76,189,142,54,1.53,1246.0,HIIT,10.0,3.4,4,3,26.18
54,Male,80.5,1.94,169,149,73,0.68,569.0,Yoga,18.7,3.7,3,1,21.39
25,Female,58.7,1.61,177,163,70,1.11,636.0,Strength,26.2,2.3,2,1,22.65
53,Male,59.1,1.99,189,158,63,0.85,756.0,HIIT,23.1,3.4,3,1,14.92
58,Female,61.2,1.69,181,121,69,1.24,758.0,Strength,34.3,1.9,3,2,21.43
39,Male,101.0,1.76,191,127,67,0.92,476.0,HIIT,22.9,3.1,2,1,32.61
29,Male,76.2,1.64,198,129,66,1.22,862.0,Yoga,31.1,2.8,4,1,28.33
25,Female,63.1,1.59,199,141,56,0.6,451.0,Strength,31.8,1.7,3,2,24.96
51,Male,49.4,1.63,181,162,51,0.76,683.0,Yoga,21.1,2.7,2,2,18.59
35,Male,104.6,1.6,179,153,72,1.37,1177.0,Strength,28.6,3.3,5,1,40.86
30,Male,84.2,1.58,181,129,72,1.77,1169.0,Cardio,14.2,3.6,5,3,33.73
40,Male,88.4,1.82,177,134,65,1.68,1233.0,Yoga,10.4,3.7,4,3,26.69
34,Male,114.5,1.91,171,143,58,1.22,959.0,HIIT,23.1,3.6,3,1,31.39
48,Female,46.4,1.76,165,150,59,1.51,849.0,Cardio,28.5,1.8,4,2,14.98
28,Male,106.0,1.72,174,120,71,1.41,869.0,Cardio,32.4,2.5,3,2,35.83
51,Female,62.8,1.59,161,128,63,0.84,535.0,HIIT,30.2,2.1,3,1,24.84
29,Female,70.1,1.64,181,121,72,0.8,517.0,HIIT,26.6,1.7,3,1,26.06
31,Male,96.9,1.79,169,141,72,0.58,577.0,Yoga,21.1,3.7,2,1,30.24
55,Male,82.6,1.62,199,123,59,1.94,1140.0,Strength,10.0,3.7,5,3,31.47
46,Male,91.9,1.68,165,148,63,0.91,516.0,Strength,28.9,3.7,2,1,32.56
52,Female,76.7,1.55,177,144,74,0.97,596.0,HIIT,32.1,2.0,2,2,31.93
40,Female,60.5,1.7,188,162,61,1.65,1230.0,Yoga,16.9,3.1,5,3,20.93
22,Male,92.0,1.88,160,139,70,1.94,1288.0,HIIT,11.4,3.1,5,2,26.03
21,Female,68.2,1.64,188,161,63,1.51,1117.0,Cardio,35.0,2.2,2,3,25.36
59,Female,53.6,1.58,175,149,69,1.15,765.0,HIIT,29.5,2.8,4,3,21.47
27,Male,89.6,1.84,173,149,66,1.56,1370.0,Strength,10.9,3.3,5,3,26.47
41,Female,68.2,1.68,192,151,61,1.33,943.0,HIIT,28.5,1.6,3,3,24.16
50,Male,62.1,1.71,164,169,63,1.22,1014.0,Strength,25.1,2.3,2,1,21.24
20,Female,71.0,1.5,181,133,70,1.4,978.0,HIIT,28.5,1.5,4,1,31.56
57,Male,56.1,1.97,179,133,63,0.83,480.0,Strength,29.1,2.6,4,1,14.46
18,Female,66.0,1.56,191,128,53,1.64,1118.0,Strength,16.6,3.1,5,2,27.12
38,Male,115.2,1.8,176,169,66,0.9,1148.0,Yoga,22.6,2.2,2,1,35.56
41,Female,51.6,1.67,169,129,52,1.29,846.0,HIIT,35.0,2.3,2,1,18.5
32,Male,85.0,1.95,160,123,54,1.3,949.0,Strength,30.8,2.7,2,2,22.35
56,Female,60.5,1.5,162,147,50,0.84,673.0,HIIT,29.6,2.4,2,1,26.89
32,Female,56.4,1.73,195,140,57,1.71,1267.0,Cardio,17.6,3.1,4,2,18.84
30,Female,75.1,1.67,184,140,52,1.17,855.0,HIIT,32.4,2.4,2,1,26.93
24,Female,62.7,1.62,192,139,55,1.74,1255.0,Yoga,20.9,2.5,3,3,23.89
32,Female,64.9,1.74,168,163,64,0.66,405.0,Cardio,23.0,3.0,3,1,21.44
21,Male,88.6,1.76,176,160,68,1.51,1466.0,HIIT,10.0,2.9,3,2,28.6
57,Female,47.6,1.7,188,120,68,1.33,805.0,Strength,33.2,2.3,3,1,16.47
32,Female,66.2,1.66,183,133,68,0.99,659.0,Yoga,30.6,2.0,4,2,24.02
51,Female,45.8,1.67,185,132,64,0.5,303.0,Cardio,28.4,2.5,4,1,16.42
21,Female,60.6,1.7,197,154,73,1.2,909.0,Cardio,34.6,3.0,4,3,20.97
18,Female,51.8,1.66,184,148,74,0.82,635.0,HIIT,28.6,2.4,3,2,18.8
23,Male,87.5,1.58,189,133,74,1.74,1245.0,Strength,11.8,3.7,5,3,35.05
52,Male,51.3,1.57,185,134,57,1.25,860.0,Cardio,27.7,2.6,2,1,20.81
44,Female,73.2,1.76,169,134,57,1.43,799.0,Yoga,35.0,1.7,3,3,23.63
48,Male,94.7,1.57,174,137,50,1.32,725.0,Strength,21.6,3.6,5,2,38.42
33,Male,70.0,1.75,181,120,61,1.17,637.0,Cardio,31.4,2.8,3,1,22.86
36,Female,81.2,1.7,184,141,62,0.83,614.0,Cardio,27.4,1.5,2,1,28.1
48,Female,62.3,1.5,171,145,62,1.08,704.0,Strength,33.5,2.2,3,2,27.69
58,Male,83.6,1.72,169,163,67,1.82,1274.0,HIIT,13.4,3.7,5,2,28.26
26,Male,81.2,1.83,199,154,74,1.5,1221.0,Cardio,14.2,3.0,5,3,24.25
48,Male,68.7,2.0,163,138,70,1.1,656.0,Strength,21.9,2.3,2,2,17.18
52,Male,85.3,1.81,170,136,69,1.43,1211.0,Cardio,12.7,3.3,5,2,26.04
48,Male,84.2,1.86,188,123,62,1.77,1133.0,HIIT,18.2,3.7,4,2,24.34
42,Female,76.1,1.82,169,132,56,1.5,785.0,Yoga,34.5,1.6,5,3,22.97
43,Female,76.9,1.72,160,157,71,1.29,942.0,Strength,30.5,2.2,4,2,25.99
52,Male,42.6,1.72,192,133,72,1.02,721.0,Cardio,26.4,2.5,2,1,14.4
24,Male,120.8,1.8,192,151,66,0.81,867.0,Cardio,28.9,3.7,2,2,37.28
30,Male,74.4,1.59,171,127,74,1.1,798.0,Yoga,26.2,2.6,3,1,29.43
52,Male,87.2,1.86,166,141,56,1.52,1154.0,Cardio,10.5,3.6,5,2,25.21
40,Male,57.1,1.78,160,130,65,1.18,655.0,Strength,18.4,1.9,3,1,18.02
26,Male,82.6,1.96,160,153,65,1.59,1484.0,Yoga,10.6,3.7,5,3,21.5
52,Male,85.8,1.81,192,164,70,1.65,1172.0,Yoga,30.3,3.7,4,1,26.19
44,Male,63.2,1.76,181,140,57,1.32,817.0,HIIT,23.6,3.5,3,2,20.4
57,Female,43.3,1.57,185,153,63,0.89,710.0,HIIT,28.3,2.5,2,1,17.57
54,Male,54.8,1.68,164,158,65,0.64,508.0,Cardio,24.0,3.4,3,1,19.42
21,Female,65.5,1.58,180,156,64,1.24,1119.0,HIIT,35.0,1.5,3,1,26.24
42,Male,120.0,1.67,191,140,56,0.75,606.0,HIIT,19.7,3.2,3,1,43.03
20,Female,62.8,1.82,183,134,59,1.31,978.0,Cardio,30.9,2.2,3,2,18.96
33,Female,47.1,1.56,195,161,62,0.5,360.0,HIIT,32.2,2.0,3,2,19.35
19,Male,97.0,1.95,177,129,67,0.68,655.0,Yoga,27.2,3.5,4,2,25.51
31,Female,54.5,1.78,196,133,60,1.76,1318.0,Cardio,19.3,2.7,5,3,17.2
47,Male,102.0,1.64,198,132,59,0.5,350.0,HIIT,21.1,2.4,2,1,37.92
32,Female,51.5,1.53,198,133,62,1.46,959.0,Cardio,30.3,2.3,2,1,22.0
28,Male,124.4,1.74,171,163,64,1.18,1152.0,Strength,27.5,3.0,2,1,41.09
44,Female,70.8,1.75,168,139,62,1.33,945.0,Strength,34.1,1.9,4,2,23.12
39,Female,76.6,1.68,177,143,62,0.91,699.0,Yoga,31.4,2.2,3,3,27.14
40,Female,83.9,1.79,167,166,70,1.22,950.0,Strength,34.1,2.0,4,1,26.19
45,Male,127.4,1.62,196,155,57,0.87,658.0,Cardio,30.8,3.7,2,2,48.54
49,Male,44.2,1.91,162,157,65,1.19,1067.0,Cardio,29.3,2.0,2,3,12.12
18,Male,81.6,1.83,166,161,70,0.84,732.0,Yoga,30.4,2.5,2,1,24.37
47,Female,40.7,1.62,171,140,56,0.5,323.0,Yoga,31.3,1.5,3,1,15.51
21,Female,72.1,1.53,193,120,53,0.96,547.0,Strength,25.8,1.5,3,2,30.8
57,Female,66.5,1.72,189,143,61,1.76,1130.0,Cardio,21.1,2.3,5,3,22.48
31,Male,96.7,1.66,183,131,63,1.43,971.0,Strength,29.0,2.6,3,3,35.09
57,Male,50.1,1.66,185,165,50,0.77,607.0,Yoga,26.6,3.7,2,1,18.18
36,Female,54.8,1.67,165,145,60,1.98,1393.0,Strength,19.5,1.6,5,3,19.65
51,Male,129.6,1.59,192,165,60,0.98,828.0,Yoga,22.5,2.3,4,3,51.26
49,Female,60.4,1.68,173,153,71,1.45,968.0,HIIT,28.9,1.9,2,1,21.4
18,Female,69.5,1.7,168,140,62,1.21,764.0,Cardio,32.1,1.8,4,2,24.05
48,Female,63.9,1.62,161,132,62,0.82,552.0,HIIT,29.0,1.9,3,1,24.35
59,Female,55.6,1.6,162,169,65,0.68,444.0,Cardio,32.0,2.2,4,1,21.72
32,Male,54.9,1.94,187,122,61,1.24,721.0,Strength,20.9,3.6,3,3,14.59
32,Male,83.5,1.95,166,158,58,1.47,1172.0,HIIT,21.3,3.7,4,2,21.96
53,Male,48.9,1.68,187,123,53,1.4,760.0,Cardio,28.0,3.5,2,2,17.33
45,Male,59.3,1.67,190,144,66,1.26,1071.0,HIIT,24.0,2.7,5,2,21.26
54,Female,43.7,1.51,177,155,62,1.26,675.0,HIIT,32.2,2.6,3,1,19.17
24,Female,44.0,1.73,160,127,55,1.48,963.0,Cardio,27.5,1.8,5,3,14.7
26,Male,105.8,1.83,172,131,51,0.93,815.0,Yoga,27.4,2.1,4,1,31.59
48,Male,89.2,1.83,180,146,51,1.12,700.0,Cardio,30.8,3.7,4,1,26.64
20,Male,115.4,1.91,167,158,52,0.97,843.0,Cardio,25.9,3.7,4,1,31.63
23,Male,89.0,1.97,192,131,55,1.94,1285.0,Strength,10.1,3.7,5,2,22.93
54,Female,69.2,1.54,184,148,71,1.0,545.0,HIIT,32.9,2.3,2,1,29.18
45,Male,80.7,1.81,178,135,51,1.71,1148.0,Yoga,10.0,3.6,5,3,24.63
57,Female,56.9,1.71,165,120,58,0.91,445.0,Yoga,28.4,2.6,2,1,19.46
30,Male,106.7,1.78,177,138,56,1.32,980.0,HIIT,29.1,3.7,3,2,33.68
27,Female,77.4,1.72,189,135,54,1.09,880.0,Cardio,26.4,2.5,3,3,26.16
59,Male,73.5,1.73,174,141,53,1.0,800.0,Yoga,25.4,3.3,5,1,24.56
21,Female,48.0,1.7,190,165,58,1.57,1314.0,Cardio,27.7,3.0,5,3,16.61
44,Female,57.2,1.71,194,129,69,1.36,839.0,Yoga,28.2,2.4,4,3,19.56
28,Male,86.5,1.79,178,139,51,1.39,999.0,Cardio,29.5,2.4,5,1,27.0
54,Female,70.4,1.61,160,133,57,0.58,416.0,Cardio,31.4,1.9,4,2,27.16
38,Female,62.8,1.56,193,135,57,1.39,831.0,Cardio,35.0,2.4,4,2,25.81
23,Female,42.8,1.69,169,130,58,1.46,1118.0,Cardio,28.8,2.0,3,2,14.99
57,Female,57.1,1.55,198,165,61,1.42,1007.0,HIIT,29.9,1.9,2,1,23.77
25,Male,89.9,1.96,167,150,50,1.73,1488.0,Cardio,10.0,3.2,3,3,23.4
29,Female,55.6,1.59,167,148,64,1.06,958.0,Cardio,34.0,1.9,3,2,21.99
25,Male,117.7,1.77,195,163,67,0.83,805.0,Yoga,31.3,3.7,2,1,37.57
19,Male,81.1,1.91,188,136,55,1.87,1328.0,Yoga,12.1,3.7,3,2,22.23
29,Male,86.0,1.58,171,156,74,1.5,1148.0,Cardio,22.9,1.8,5,2,34.45
36,Male,104.4,1.63,166,163,61,1.27,1078.0,Cardio,30.1,2.5,2,2,39.29
51,Male,117.5,1.83,173,136,53,1.09,895.0,Cardio,21.6,3.7,3,2,35.09
45,Male,56.6,1.68,188,151,61,1.22,1148.0,HIIT,25.2,2.5,3,3,20.05
29,Female,76.4,1.62,161,150,72,1.49,1056.0,HIIT,32.8,1.9,5,2,29.11
50,Female,66.8,1.59,182,159,70,1.32,1049.0,Strength,33.1,1.5,2,1,26.42
33,Female,46.5,1.67,197,140,60,1.3,949.0,Yoga,32.2,1.7,4,1,16.67
31,Female,72.0,1.59,197,132,54,0.66,369.0,HIIT,30.4,2.4,3,1,28.48
19,Male,82.3,1.88,199,141,59,1.7,1241.0,Yoga,12.3,3.7,3,3,23.29
40,Male,69.6,1.94,171,150,70,1.33,1087.0,Cardio,31.6,2.1,4,3,18.49
29,Female,80.1,1.5,182,150,61,1.12,817.0,Cardio,25.0,2.1,4,3,35.6
53,Female,78.9,1.6,197,150,74,1.1,640.0,Yoga,33.5,2.2,3,3,30.82
54,Female,70.7,1.59,192,148,73,1.2,793.0,HIIT,26.0,2.4,5,2,27.97
19,Male,78.6,1.79,174,122,61,1.51,1060.0,Cardio,10.0,3.2,5,2,24.53
38,Female,51.8,1.58,164,148,66,1.25,969.0,Strength,32.4,2.2,2,1,20.75
53,Male,93.5,1.65,185,134,74,1.99,1244.0,Cardio,10.2,3.7,4,3,34.34
48,Male,58.3,1.78,199,133,65,1.09,850.0,Cardio,21.4,3.1,3,3,18.4
41,Female,72.4,1.62,163,120,74,1.07,542.0,HIIT,26.4,1.8,2,3,27.59
55,Female,40.1,1.66,170,135,59,1.11,826.0,Yoga,26.1,1.6,5,1,14.55
43,Female,54.7,1.57,180,169,69,1.43,1188.0,Strength,28.5,2.3,4,3,22.19
37,Male,59.1,1.83,173,159,56,1.26,1192.0,Strength,28.1,1.8,3,2,17.65
56,Male,93.7,1.63,175,153,55,1.29,968.0,Strength,30.4,2.1,3,1,35.27
47,Male,84.2,1.81,179,150,67,1.82,1324.0,HIIT,13.9,3.5,5,3,25.7
22,Male,107.2,1.84,166,144,57,1.42,1044.0,Strength,20.4,2.5,2,1,31.66
35,Female,62.0,1.64,166,169,61,0.88,850.0,HIIT,25.7,1.6,2,2,23.05
18,Female,74.4,1.62,183,126,55,1.39,797.0,HIIT,22.1,2.2,3,1,28.35
59,Male,88.9,1.7,183,156,69,0.84,786.0,Yoga,26.6,3.0,4,2,30.76
58,Male,112.5,1.64,184,160,66,1.28,1059.0,Cardio,19.5,3.3,2,2,41.83
53,Male,83.1,1.77,185,162,71,1.6,1166.0,Yoga,28.1,3.4,4,3,26.52
18,Female,57.5,1.61,175,152,68,2.0,1321.0,Yoga,14.8,2.3,3,3,22.18
44,Male,45.0,1.75,162,151,68,1.32,976.0,Yoga,23.9,2.6,3,1,14.69
52,Female,70.5,1.82,198,124,66,1.32,682.0,HIIT,28.6,2.0,2,2,21.28
34,Male,129.5,1.8,163,157,50,1.56,1197.0,HIIT,26.4,3.3,2,2,39.97
43,Male,80.7,1.71,174,138,64,0.96,680.0,Cardio,28.8,3.7,5,2,27.6
49,Female,58.7,1.57,175,138,66,1.24,687.0,Strength,35.0,1.6,5,1,23.81
45,Female,59.7,1.54,197,133,64,1.39,861.0,Strength,31.1,2.5,3,2,25.17
25,Male,96.2,1.92,196,130,73,0.5,395.0,Cardio,25.2,2.0,2,1,26.1
59,Male,106.0,1.64,178,166,64,1.46,1131.0,Cardio,21.8,2.4,3,1,39.41
55,Female,63.2,1.72,160,151,59,1.76,1197.0,Cardio,13.3,2.5,4,3,21.36
43,Female,52.4,1.63,172,163,69,1.54,848.0,Strength,32.6,2.4,3,2,19.72
43,Female,49.6,1.77,163,161,52,1.32,935.0,Strength,32.2,2.2,2,3,15.83
26,Female,68.7,1.51,190,140,61,1.96,1243.0,Strength,14.2,2.9,5,3,30.13
52,Female,50.1,1.56,165,150,71,1.27,822.0,HIIT,30.3,1.8,3,2,20.59
55,Female,60.2,1.71,187,125,70,1.16,544.0,HIIT,32.3,2.8,5,1,20.59
42,Male,44.2,1.79,189,154,66,0.64,493.0,Strength,29.3,2.8,2,2,13.79
34,Male,122.8,1.78,168,160,52,1.42,1372.0,HIIT,30.9,3.0,2,1,38.76
27,Male,90.1,1.93,174,157,57,1.31,1129.0,HIIT,21.0,3.6,2,1,24.19
24,Male,102.4,1.76,183,127,50,1.23,1036.0,Yoga,25.6,3.2,2,2,33.06
27,Female,73.0,1.54,178,138,50,1.57,1018.0,Cardio,28.4,2.1,3,2,30.78
47,Male,48.3,1.72,184,156,55,1.35,1211.0,Cardio,29.5,3.4,3,3,16.33
27,Male,85.4,1.97,180,147,63,2.0,1592.0,Cardio,10.5,3.7,5,3,22.01
19,Female,42.0,1.65,160,134,56,1.52,1025.0,Cardio,29.1,2.1,5,1,15.43
28,Male,90.4,1.88,182,128,67,1.32,933.0,Cardio,23.8,2.8,2,2,25.58
36,Male,61.0,2.0,198,143,70,1.57,1147.0,Cardio,24.4,2.1,4,1,15.25
18,Male,81.9,1.98,181,130,59,1.73,1286.0,Strength,12.4,3.5,4,3,20.89
29,Female,76.1,1.5,179,121,50,0.75,329.0,Yoga,28.9,1.8,3,2,33.82
23,Male,112.9,1.97,195,161,60,0.94,1029.0,Yoga,21.5,2.5,2,1,29.09
19,Female,71.3,1.65,195,158,71,1.08,965.0,HIIT,31.1,2.2,2,1,26.19
35,Female,60.7,1.57,178,146,64,1.04,915.0,Strength,34.6,2.4,3,2,24.63
50,Female,78.3,1.64,183,154,62,1.15,901.0,Cardio,31.1,2.5,2,2,29.11
25,Male,59.6,1.63,182,135,58,1.42,860.0,Yoga,21.6,3.2,3,1,22.43
26,Female,53.1,1.75,171,154,67,1.13,758.0,Strength,35.0,1.8,3,3,17.34
58,Male,53.3,1.69,168,134,70,1.54,1029.0,Strength,22.5,2.6,5,2,18.66
30,Male,121.1,1.95,177,158,63,1.1,1023.0,Cardio,27.9,2.9,5,1,31.85
25,Male,71.0,1.58,199,143,70,0.86,725.0,HIIT,23.2,3.5,3,1,28.44
30,Male,69.3,1.93,163,140,64,0.57,438.0,Cardio,22.7,2.6,3,1,18.6
47,Female,77.2,1.5,188,139,71,0.96,640.0,Strength,28.6,2.7,3,1,34.31
48,Male,78.2,1.73,164,138,50,0.98,785.0,Strength,26.3,2.7,3,2,26.13
19,Female,64.5,1.62,188,151,55,1.46,1090.0,Cardio,32.5,2.5,4,1,24.58
41,Female,40.0,1.81,190,149,52,1.44,897.0,HIIT,32.4,2.1,4,1,12.21
49,Male,66.8,1.78,196,137,67,1.43,1001.0,Strength,29.2,2.5,5,3,21.08
52,Male,69.3,1.97,176,126,56,1.44,907.0,Yoga,21.2,3.7,4,1,17.86
35,Male,75.0,1.91,169,131,54,1.45,996.0,Cardio,29.3,3.2,3,1,20.56
55,Female,67.7,1.54,171,148,72,1.39,1040.0,Cardio,17.8,2.6,5,3,28.55
27,Female,60.7,1.52,162,129,52,1.87,1050.0,Yoga,15.0,2.3,4,3,26.27
18,Female,49.1,1.75,170,132,74,1.0,714.0,HIIT,33.1,1.9,3,3,16.03
20,Female,74.7,1.58,172,161,62,0.98,882.0,Strength,33.4,2.6,2,3,29.92
22,Female,57.3,1.58,185,156,51,1.65,1328.0,Cardio,19.9,2.3,5,3,22.95
49,Male,91.1,2.0,182,137,51,0.65,673.0,HIIT,28.4,3.5,3,1,22.78
34,Male,78.2,1.62,172,127,60,1.61,996.0,HIIT,23.8,2.0,3,2,29.8
38,Female,73.3,1.64,164,153,55,1.53,914.0,HIIT,31.9,2.0,4,3,27.25
42,Female,64.4,1.5,163,138,62,1.03,880.0,Yoga,25.3,2.1,5,2,28.62
51,Female,74.4,1.71,191,158,60,0.83,607.0,Cardio,26.0,2.1,2,2,25.44
21,Female,57.7,1.61,170,165,59,1.49,1005.0,HIIT,28.6,2.8,2,2,22.26
48,Male,61.7,1.9,183,137,58,1.16,658.0,Strength,22.3,3.0,5,2,17.09
33,Female,65.3,1.56,195,138,65,1.48,961.0,Cardio,33.6,2.1,5,2,26.83
36,Female,45.3,1.5,188,150,60,0.98,746.0,Yoga,29.6,1.5,3,2,20.13
49,Male,51.3,1.84,176,154,57,1.4,1283.0,Cardio,27.5,3.4,3,3,15.15
46,Male,63.9,1.9,171,164,68,1.1,864.0,Yoga,26.1,2.9,3,1,17.7
26,Female,68.5,1.59,187,160,64,1.33,980.0,HIIT,35.0,1.8,2,2,27.1
21,Male,69.7,1.63,160,155,70,1.2,1174.0,Yoga,21.5,2.5,2,1,26.23
19,Male,124.8,1.66,176,148,56,1.48,1236.0,Yoga,21.7,2.7,3,3,45.29
42,Female,57.0,1.72,199,154,61,1.79,1365.0,Yoga,19.2,2.3,5,3,19.27
33,Male,97.8,1.6,161,166,55,1.04,949.0,Cardio,28.8,2.8,2,2,38.2
29,Female,72.0,1.74,170,123,64,1.05,666.0,Strength,32.1,2.2,2,2,23.78
33,Male,90.1,1.89,193,143,58,1.9,1304.0,Cardio,13.6,2.8,5,3,25.22
38,Female,40.0,1.76,199,156,59,0.69,427.0,Cardio,24.3,2.3,2,2,12.91
38,Female,50.9,1.67,196,147,57,1.25,844.0,Yoga,34.3,1.8,3,2,18.25
50,Male,97.3,1.7,191,122,55,0.5,333.0,HIIT,18.1,3.0,3,1,33.67
